id,text,label_por,class
1572421704839991299,sdd do bts acho q vou ver o in the soop,0.4038007855415344,1.0
1572270894046744576,ADERE - FITA ADESIVA  #adere #negociocerto #papelaria #materialescolar #materialdepapelaria #voltaasaulas #supermercado #materialdeconstrucao #utilidades #fitasadesivas #fitaisolante #artesanato #educacao #duplaface #fitacrepe #fitaforte #adermax,0.3938957154750824,1.0
1572421112277114881,a vai se fuder seu lix,0.3973332047462463,1.0
1572307898830848003,#FatRatMafia,0.3900756537914276,0.0
1572347747965046785,pan fugiria com ele?,0.4044414162635803,1.0
1572359083977543684,Jeff Russo - Happier Times,0.3923835158348083,0.0
1572408943921577985,Fábio Batello anda igual eu ou eu ando igual Fábio Batello? Nunca saberemos,0.4053180813789367,1.0
1572577874615611392,que ÓDIO,0.394654780626297,1.0
1572372069341605888,o ditado tá sendo real kkkkkkk,0.4053698480129242,1.0
1572525490694688769,"2,9%... é a vida",0.5079042911529541,1.0
1572323693254033409,Nunbank me oferencendo empréstimo… PARA JÁ COM ISSO!,0.503035843372345,1.0
1572419055444803588,aprende a perder puta mala,0.5089383721351624,1.0
1572368123130519553,"- Eu te amo (ETA) - ¡au drarry! [10]   146. ""Acidente""",0.4920141100883484,1.0
1572523967604486144,até agora nada,0.5001453161239624,1.0
1572348311679700994,música JAJAJAJAJJAJA brutal,0.4927338063716888,1.0
1572534297315405825,Rock de verdade,0.5044138431549072,1.0
1572427478945394688,Transfobica vai se fuder,0.4957838356494903,1.0
1572281017519448064,exato,0.4921911954879761,1.0
1572408864754249730,habla netinha,0.5080441832542419,0.5
1572554382717362176,Concordo,0.6091870069503784,1.0
1572322327957839872,cheguei na dm da mina SO PQ vi q ela tava cm icon d tamen de gushi,0.6070268750190735,1.0
1572376551592808451,tava pensando nisso tbm amg,0.5964630842208862,1.0
1572568870527049728,Concordo,0.6091870069503784,1.0
1572361665445859329,encoxou =,0.6035062670707703,1.0
1572319800231084032,Constantino usando seu tweet,0.6062859892845154,1.0
1572348687740706818,"eu to haypado pro clipe novo de planet hemp que sai hj 20h, pqp os caras tao de volta mermooo",0.5978873372077942,1.0
1572347180803067906,PQP nunca fui triste,0.5991052985191345,1.0
1572255513706135553,Grande crosssover. Mundos colidindo.,0.6071116328239441,1.0
1572502038591995905,Bonito contra ataque...,0.593855082988739,1.0
1572242271168233473,É LULA NO 1º TURNO!,0.6924867033958435,1.0
1572243922566672384,Literalmente eu,0.6995389461517334,1.0
1572289492370984965,"claudia raia ontem, vih tube hj  já tomaram o anticoncepcional de vcs hj migas?",0.6950205564498901,1.0
1572497365889597440,Que no pare!!!!,0.7027097940444946,0.0
1572352575671832577,viciada nos temas de The Legend of Zelda com ocarinas,0.6908199191093445,1.0
1572590233119764480,"[Amazon] Cortador De Queijo Mimo Style Prata R$ 8,90 #desconto #oferta #promocao #cortador",0.7096551656723022,1.0
1572319901582344193,brady vc mede 5 centímetros é ?,0.7026191353797913,1.0
1572411330229055490,nossa lobo mal,0.7018231749534607,1.0
1572409329910968322,"Taxistas "" Putos",0.7071391344070435,0.0
1572295131570802694,pode deixar!,0.6937447190284729,1.0
1572385225287823361,"“ A mina fala mal de vc, pq continua conversando com ela?” PQ EU QUERO PEGAR ESSA PORRA",0.7944012880325317,1.0
1572478219676422147,somos dos  :(,0.8053937554359436,1.0
1572393396555157504,não é possível letkkkkkkkkkkkk,0.7969620823860168,1.0
1572282681186189316,"Nunca li o mangá, mas o meu icon denuncia o que eu acho do anime (eu amo).",0.8020243644714355,1.0
1572526387684343808,Buen dia grupo,0.7982922792434692,0.0
1572251121866997762,bom gosto,0.8029758334159851,1.0
1572411976311083008,Gostou?,0.8017037510871887,1.0
1572419592659640320,A TRETA TA ROLANDO SOLTO #Roçaafazenda #afazenda14,0.8050901293754578,1.0
1572302851388444672,humilde sempre,0.7982099652290344,1.0
1572285241817182208,parece a gaga na primeira foto,0.797987163066864,1.0
1572373904932356096,E n é q foi msm,0.907036304473877,1.0
1572435536257638401,vai logo tô doida pra nao responder ngm no wpp,0.9048449397087096,1.0
1572566992288387076,"N sei pq mas sempre foi assim, dps de umas 2 partida de cs minha mira fica absurda no valorant",0.8967655301094055,1.0
1572415527783436292,Ano da copa pai,0.8967010974884033,1.0
1572393518307627009,dps que eu me matar aí eu quero ver,0.9086021780967712,1.0
1572363670470160384,Queria,0.90168434381485,1.0
1572567519512383490,Morrendo de enjôo,0.9005494713783264,1.0
1572320066888429570,o maior,0.8918814063072205,1.0
1572545629691457537,chega,0.9091615676879884,1.0
1572598584109047810,vai entrar tonta e vai sair confusa,0.9093815684318542,1.0
1572566124436525058,Sim boa sorte,0.9546226263046264,1.0
1572571441622810627,O sentimento pós-V se q ser viado eh bom d+++,0.95992249250412,1.0
1572278151740268546,Me odeio,0.9487723112106324,1.0
1572283398697242624,tia Sônia me adota plis,0.9481277465820312,1.0
1572308648201789457,VERDADE! As mentiras dos BOZOLOIDES vão aumentar!É do regulamento deles!,0.9479167461395264,1.0
1572417733891067905,TV é lixo.,0.9588847160339355,1.0
1572264366950555650,a namorada do cris vem aí,0.9583375453948976,1.0
1572379312745062400,"hmm tu para, pode falar horas que eu te escuto amg",0.9548711776733398,1.0
1572242163211325440,Nss q merda,0.957134246826172,1.0
1572350966946758659,que saudadeeee meu pai amado,0.9462933540344238,1.0
1572299116721459201,ninguém mandou vc ir pra outro trabalho,1.0000029802322388,1.0
1572362022511149056,Vem levanta sua alto estima linda kkk vamos fazer as unhas,0.99926096200943,1.0
1572508948871393282,eu tenho certeza q uma rodinha da facul sabe o meu tuiterr,1.0000070333480835,1.0
1572391352708780032,"Graças a Deus, os dois trabalhos foram sucesso",1.0000100135803225,1.0
1572546501817290755,"Não entremetas o NOME DE YHWH nesta história  de Bolsonaro, pois YHWH Não  se envolve com  política de homens. Sou Evangélica da Igreja Assembleia de D'US e tentaram me subornar, saí correndo.O PróprioYHWH me autorizou a sair por um tempo.Púlpito é p/Ministrar a Palavra de YHWH",0.9998664855957032,1.0
1572569205786152961,"Não importa o formato, não importa o modo de preparo, ela sempre é gostosa melhor comida possível",1.000007152557373,1.0
1572266331826708481,Enquanto isso o álbum está bombando…,0.9998923540115356,1.0
1572370716632420353,"Estou tentando manter o respeito que eu tinha por você mas, está difícil.",0.9999383687973022,1.0
1572361612001959938,sai daqui que eu não quero mais te ver minha cigana tá comigo e ela não gosta de você!!,1.0000097751617432,1.0
1572382038702923782,o pior de tudo é que o pai dela não é branco kkkk mamar o ovo de um racista desse jeito buga até minha mente,1.0000079870224,1.0
