id,text,label_heb,class
1572386757248970758,"колико имаш година  ▬بؤترى▬بارن▬ ⧂yfm4⧂  ▬مٱمٱز▬ٱند▬بٱبازْ▬ """" ⧂MM82⧂ """"  על כך, אני מבטיח, אני אכתi xP",0.7039781808853149,0.5
1572318806323650564,/lhj,0.7038812637329102,0.0
1572379619592142848,"колико имаш година  ▬سؤارفىسكى▬سوارؤفسكي▬ ⧂cx58⧂  ▬رىفى▬ """" ⧂AA86⧂  על כך, אני מבטיח, אני אכתi ji",0.6998748183250427,0.5
1572313716540178434,"""לְאָדָם מַעַרְכֵי לֵב וּמֵיְהוָה מַעֲנֵה לָשׁוֹן. ה' שְׂפָתַ֣י תִּפְתָּ֑ח וּ֝פִ֗י יַגִּ֥יד תְּהִלָּתֶֽך""",0.7096680402755737,0.5
1572480733188341761,"колико имаш година  ▬سؤارفىسكى▬سوارؤفسكي▬ ⧂cx58⧂  ▬رىفى▬ """" ⧂AA86⧂  על כך, אני מבטיח, אני אכתi Us",0.7956571578979492,0.5
1572438199057907713,אתה לא צריך להגיד ל  ▬باث▬اند▬بؤدىْ▬ ▬mfdn▬   yengulyeski/srpski yy,0.8049910068511963,0.5
1572257400354377728,כשהוא מדבר הוא אומר דברים נחמדים.  ▬مؤدانيسا▬مودنىسا▬ ⧂▬IRO▬⧂    ▬باث▬اند▬بودي▬ ▬⧂MFDN⧂▬  yengulyeski/srpski qC,0.7911581993103027,0.5
1572576106947162112,אתה לא צריך להגיד ל  ▬باث▬اند▬بؤدىْ▬ ▬mfdn▬   yengulyeski/srpski JsW,0.7984233498573303,0.5
1572579800002473985,אויש,0.8025057911872864,1.0
1572255868716187650,כשהוא מדבר הוא אומר דברים נחמדים.  ▬مؤدانيسا▬مودنىسا▬ ⧂▬IRO▬⧂    ▬باث▬اند▬بودي▬ ▬⧂MFDN⧂▬  yengulyeski/srpski 3r,0.7975240349769592,0.5
1572577535883644929,"колико имаш година  ▬سؤارفىسكى▬سوارؤفسكي▬ ⧂cx58⧂  ▬رىفى▬ """" ⧂AA86⧂  על כך, אני מבטיח, אני אכתi tRn",0.8089858889579773,0.5
1572289659681771520,דירוג ראוי מאד,0.7906408309936523,1.0
1572244348082733059,"колико имаш година  ▬سؤارفىسكى▬سوارؤفسكي▬ ⧂cx58⧂  ▬رىفى▬ """" ⧂AA86⧂  על כך, אני מבטיח, אני אכתi 5a",0.8046106100082397,0.5
1572551575054487554,"колико имаш година  ▬سؤارفىسكى▬سوارؤفسكي▬ ⧂cx58⧂  ▬رىفى▬ """" ⧂AA86⧂  על כך, אני מבטיח, אני אכתi ToP",0.8085574507713318,0.5
1572324510535241732,אלופה!,0.8925319910049438,1.0
1572476305693904901,"колико имаш година  ▬مٱمٱز▬ٱند.بٱبٱز▬ ⧂MM82⧂  ▬رىفى▬ ⧂AA86⧂  על כך, אני מבטיח, אני אכתi vj",0.8938387632369995,0.5
1572377440982286336,"колико имаш година  ▬مٱمٱز▬ٱند.بٱبٱز▬ ⧂MM82⧂  ▬رىفى▬ ⧂AA86⧂  על כך, אני מבטיח, אני אכתi OK",0.899552047252655,0.5
1572397602100092935,"колико имаш година  ▬مٱمٱز▬ٱند.بٱبٱز▬ ⧂MM82⧂  ▬رىفى▬ ⧂AA86⧂  על כך, אני מבטיח, אני אכתi Mg",0.8994887471199036,0.5
1572349266378752002,"колико имаш година  ▬مٱمٱز▬ٱند.بٱبٱز▬ ⧂MM82⧂  ▬رىفى▬ ⧂AA86⧂  על כך, אני מבטיח, אני אכתi pU",0.8950487375259399,0.5
1572544595036344320,די נו מה הקטע עם בליך,0.9015053510665894,1.0
1572267672896933889,מאליכ,0.9052602648735046,1.0
1572553160706904064,שקוף,0.9081988334655762,1.0
1572498264586321923,"колико имаш година  ▬مٱمٱز▬ٱند.بٱبٱز▬ ⧂MM82⧂  ▬رىفى▬ ⧂AA86⧂  על כך, אני מבטיח, אני אכתi cL",0.8952690958976746,0.5
1572431175041392640,"колико имаш година  ▬مٱمٱز▬ٱند.بٱبٱز▬ ⧂MM82⧂  ▬رىفى▬ ⧂AA86⧂  על כך, אני מבטיח, אני אכתi nM",0.9026435613632202,0.5
1572491359579152386,גיים צ'יינג'ר,0.9497098922729492,1.0
1572502208293515264,מחריד....מצמרר....טרגדיה,0.9505807161331176,1.0
1572295252395819008,התגעגעתי אז באתי,0.9553126692771912,1.0
1572431037342392320,הֵן יָכֹלְתָּ לִשְׁלֹחַ רָעָב וָדֶבֶר  ~ לוּחַ אַחַד-עָשָׂר שׁוּרָה מָאתַיִם ואַחַת.,0.9503912329673768,1.0
1572250792329117697,איך לפני?,0.9434925317764282,1.0
1572343445943128065,#איילת_אם_לבך_בימין_תפרשי,0.943619668483734,1.0
1572460892624924673,ליבירן ׳ ׳,0.9538877606391908,1.0
1572559570886873091,קורנפלקס,0.95561683177948,1.0
1572458509400420352,"איי און ציקס , שם עניי על חתיכות",0.9410175681114196,1.0
1572432753010016256,וְאַתָּ֣ה מִגְדַּל־עֵ֗דֶר עֹ֛פֶל בַּת־צִיּ֖וֹן עָדֶ֣יךָ תֵּאתֶ֑ה  וּבָאָ֗ה הַמֶּמְשָׁלָה֙ הָרִ֣אשֹׁנָ֔ה מַמְלֶ֖כֶת לְבַ֥ת־יְרוּשָׁלִָֽם . . . . . .                                     גל הירש,0.9437434673309326,1.0
1572571790723121156,ואתה ספרת 19?,1.0000100135803225,1.0
1572332765248651266,אני היחידה שלא רואה הכוכב הבא?,1.0000100135803225,1.0
1572380088951517185,ליברליזם עהור lol,0.9999958276748656,1.0
1572307469275127808,כל כך מבינה אותך שאין לך מושג.  לחיות במצב התמידי הזה פשוט מוציא את כל האנרגיות .  חיבוק,1.0000100135803225,1.0
1572552006774194176,"זו שאלה טובה, אלא שההסבר כנראה רחוק ממה שאתה מנחש",1.0000100135803225,1.0
1572545074613067778,תקלה חמורה רייצ',1.0000070333480835,1.0
1572242837282123776,"זה לא דלפ, זה ברור שמונוגמיה לכל החיים זה אירוע בלתי נתפס בטח לחילוניים תל אביבים מילניאלז",1.000009298324585,1.0
1572468488371064832,מספר שיא של תושבי ניו יורק עזבו את המדינה - ועברו לפלורידה,1.0000100135803225,1.0
1572274541505945601,"כאן, בישוב ליד באר שבע, זה קיים כבר שנים",1.0000100135803225,1.0
1572331282155307009,את יפה ?,1.0000100135803225,1.0
