id,text,label_ita,class
1572577932551553024,naruto,0.6945663094520569,0
1572287721611329538,punz in a,0.6916717886924744,0
1572355204472782854,AHAHAHAHAH resto fedele al quartiere...,0.7074185609817505,1
1572275728749830146,Proof ignore,0.7907370924949646,0
1572442575658942464,Top 3 hamilton in dallas tx in 2022,0.7951218485832214,0
1572513021687365638,Xinyan È STUPENDA,0.7994171977043152,1
1572516644773318657,Ci #Credo,0.8009327054023743,1
1572269498778157057,eh infatti,0.8062849044799805,1
1572360226548101123,Tu tu~ tururu~,0.7911858558654785,1
1572350723203149824,@ AMO MA SE SONO SEMPRE CHIUSA IN OSPEDALE? sono le mie prime e uniche ferie di quest’anno WDYM,0.8007327914237976,1
1572508338667270155,Che buffone.,0.8067023158073425,1
1572557581822066690,ho urlato,0.7951688170433044,1
1572598633987739649,Tremendo petardo gallardo,0.7927531599998474,1
1572593300388847618,io mi ci strozzo pure per te,0.8921568989753723,1
1572352583385350144,La fiordalisi quando esce? #GFvip,0.9088494777679444,1
1572369015531528192,Cuore vuoto ?!???,0.902597188949585,1
1572353021891477506,Classico,0.8933576941490173,1
1572598401744896006,GIORGIA — la manufe police pronta ad arrestarmi adoro,0.9078949689865112,1
1572570768080502784,Dodo,0.9093229174613952,0
1572486371226390528,Top 7 ubreakifix in dallas in 2022,0.9053205847740172,0
1572503025507254277,"ERRORE DI PREZZO    Oral-B Sensitive Clean, Testine Clean &amp; Care per spazzolino elettrico   A soli 24,99€ invece di 49,99€ (-50%)",0.8932338356971741,1
1572540277046513665,"E invece sto lavorando, che dura la vita",0.90471351146698,1
1572507686432026626,Giornalai da baraccone,0.9047407507896424,1
1572257315633664000,EIlisabetta Sgarbi lancia un festival del fumetto ad Ascoli Piceno,0.953650951385498,1
1572292762296524803,Non,0.9420320987701416,0
1572459197811544066,Ciao buongiorno buona giornata,0.9452979564666748,1
1572253671932727303,WA :   testi :,0.940592646598816,0
1572440986562998273,Da leccare immediatamente,0.9508801698684692,1
1572249557492453376,serie su netflix da vedereeee??,0.9569244980812072,1
1572281708418068481,Le Sett,0.9454289674758912,0
1572591482548400129,no raga che carino Samuel #Amici22,0.9589910507202148,1
1572425199148232705,Milovessss,0.947759211063385,0
1572575874314272770,eccoci con la storia infinita l’amore infinito,0.95837140083313,1
1572260442105417729,Anonimo,0.9923166632652284,1
1572549790248087554,"Secondo un'inchiesta di Fanpage #ItalExit, per potersi presentare alle elezioni, raccoglieva firme di persone decedute. Comprensibile. Da vivo, chi cazzo mai firmerebbe per far presentare ItalExit alle elezioni? #Paragone",0.997808873653412,1
1572476366322540547,Conoscendo l’allenatore anche “Parasite Eve”,0.9990831613540648,1
1572350132397699072,"Ora chiedo un po’ troppo: arrivano a malapena a vedersi il naso, dài In tal senso io trovo l’osservazione di Bizzarri ben sul punto. Chissà cosa insegna, comunque, la signora…",0.9976400136947632,1
1572284454684356608,La  approda negli esports con una collaborazione con . Ve ne parliamo nel nostro ultimo articolo,0.9999935626983644,1
1572314329453821952,Le dive di Hollywood con gli occhi che brillano per #Sophia.,0.999907374382019,1
1572570369202049024,"Le Vie dei tesori, Porta Nuova a Palermo si apre al pubblico",0.99800443649292,1
1572313351660896257,Pensieri sulla croce da tascio?,0.9999449253082277,1
1572476870712754178,Sì è un perdente permaloso che non accetta la verità,1.0000064373016355,1
1572287185180672000,#KeremBürsin Non fa mai mancare il suo sostegno. #HeForShe,0.9986766576766968,1
